BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-RCj43ukx","cce-uk1zi507-10yb5o77","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.150","","10.90.0.150(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:50:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-j4bpyUdB","cce-uk1zi507-uw02s67s","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.3","","10.90.1.3(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:50:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-ux8rKR5a","cce-uk1zi507-yl7cybn9","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.25","","10.90.1.25(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:50:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-vxpH0NtA","cce-uk1zi507-87x1mscp","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.148","","10.90.0.148(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:50:00","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-48JEKs5M","cce-uk1zi507-8k9bgmct","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.44","","10.90.1.44(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:57","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-ZB2SMaeo","cce-xrg955qz-y3wys5xm","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.87","","10.90.128.87(内)  -(公)
","1","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:49:51","","\u9633\u6CC9","可用区C","",""
"i-r0GiVfkM","cce-uk1zi507-ip9lkhry","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.2","","10.90.1.2(内)  -(公)
","3","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:48","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-2irnMHGb","cce-uk1zi507-2ku4ur8r","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.144","","10.90.0.144(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:48","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-7DNmrgjR","cce-uk1zi507-nz8zqb85","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.42","","10.90.1.42(内)  -(公)
","1","","208","2048","1000","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:47","","\u9633\u6CC9","可用区C","",""
"i-MmQHFOHK","cce-uk1zi507-4gn9vn5g","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.146","","10.90.0.146(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:39","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-U7zSwtz7","cce-uk1zi507-g2p1801l","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.30","","10.90.1.30(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:38","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-oZuvRkQT","cce-uk1zi507-f8ilgyak","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.141","","10.90.0.141(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:33","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-A55PPtKB","cce-uk1zi507-sickiby4","负责人:杨凯","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.147","","10.90.0.147(内)  -(公)
","0","","208","2048","2048","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:33","","\u9633\u6CC9","可用区C","",""
"i-PH2gmAky","cce-uk1zi507-ardt4fbq","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.149","","10.90.0.149(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:32","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-utbFQJIO","cce-uk1zi507-31tfxzkb","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.142","","10.90.0.142(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:30","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-BjgeNjCQ","cce-uk1zi507-ijv23p52","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.48","","10.90.1.48(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:24","","\u9633\u6CC9","可用区C","",""
"i-O6FoqogN","cce-uk1zi507-jdm2l9ou","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.47","","10.90.1.47(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:17","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-FinGHL0U","cce-uk1zi507-0gyo2ml9","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.170","","10.90.0.170(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:49:09","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-FAQV7nqj","cce-uk1zi507-ja5mr8tg","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.22","","10.90.1.22(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:59","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-LevWHLXY","cce-uk1zi507-srwh5eyg","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.23","","10.90.1.23(内)  -(公)
","1","","208","2048","1000","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:57","","\u9633\u6CC9","可用区C","",""
"i-RH6P6IMX","cce-uk1zi507-fnhmf00t","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.14","","10.90.1.14(内)  -(公)
","3","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:51","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-t23mz2cK","cce-uk1zi507-5mtxwoc6","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.154","","10.90.0.154(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:50","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-DBlbIBIG","cce-uk1zi507-4iatg243","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.162","","10.90.0.162(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:48","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-sFJNg6EM","cce-uk1zi507-6nrw1o0j","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.169","","10.90.0.169(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:48","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-7e6baveT","cce-uk1zi507-pm24o2v8","source:CCE,cce-cluster-id:cce-3nusu9su","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.9","","10.90.1.9(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:39","","\u9633\u6CC9","可用区C","",""
"i-1TLicv8F","cce-uk1zi507-3dbs4gd9","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.61","","10.90.128.61(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:45:33","","\u9633\u6CC9","可用区C","",""
"i-oFV4jozC","cce-uk1zi507-jxoe90wm","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.20","","10.90.1.20(内)  -(公)
","3","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:27","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-kw2nnKMM","cce-uk1zi507-x625o7ti","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.188","","10.90.0.188(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:27","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-BTnqMfd3","cce-uk1zi507-qfrzzofx","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.7","","10.90.1.7(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:22","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-ZJv1RCq2","cce-uk1zi507-duudrd0v","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.64","","10.90.128.64(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:45:21","","\u9633\u6CC9","可用区C","",""
"i-ClvCskBL","cce-uk1zi507-45tlb9w9","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.13","","10.90.1.13(内)  -(公)
","3","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:21","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-oL94kfsv","cce-uk1zi507-94zow5g1","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.66","","10.90.128.66(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:45:21","","\u9633\u6CC9","可用区C","",""
"i-GHD2sZQq","cce-uk1zi507-ia0jxgb4","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.163","","10.90.0.163(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:15","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-fOxWegi7","cce-uk1zi507-dqpmid8l","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.182","","10.90.0.182(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:14","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-OJSUn8xr","cce-uk1zi507-j53nwqax","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.190","","10.90.0.190(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:05","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-SVps65XD","cce-uk1zi507-8yf4bgau","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.189","","10.90.0.189(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:45:00","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-jQpOqaGF","cce-xrg955qz-ktg4ihz6","source:CCE,cce-cluster-id:cce-3nusu9su","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.50","","10.90.1.50(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:57","","\u9633\u6CC9","可用区C","",""
"i-DwwVdj3z","cce-uk1zi507-euij4oh6","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.16","","10.90.1.16(内)  -(公)
","1","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:56","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-VSBVnV0I","cce-uk1zi507-byl87be5","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.140","","10.90.0.140(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:51","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-FK5EaHCb","cce-uk1zi507-2zmzy7iw","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.139","","10.90.0.139(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:51","","\u9633\u6CC9","可用区C","",""
"i-qyUFRlOh","cce-uk1zi507-kra5owzh","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.18","","10.90.1.18(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:48","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-jZMwfC6A","cce-uk1zi507-dtqakit3","source:CCE,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-nm2sh7z6","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.171","","10.90.0.171(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:45","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-FvDaH6ju","cce-uk1zi507-auaektim","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.15","","10.90.1.15(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:44","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-aSSgAaoY","cce-uk1zi507-awqyqos2","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.5","","10.90.1.5(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:39","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-2FPXaPhb","cce-uk1zi507-xdqlk2lv","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.17","","10.90.1.17(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:36","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-mDIjkIz1","cce-uk1zi507-csbtjmnf","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.63","","10.90.128.63(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:44:29","","\u9633\u6CC9","可用区C","",""
"i-jZoTXXFk","cce-uk1zi507-pha86rpj","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.19","","10.90.1.19(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:27","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-bYqJ72Oj","cce-uk1zi507-xxhkeyrn","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.6","","10.90.1.6(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:27","","\u9633\u6CC9","可用区C","",""
"i-M49GFkp1","cce-uk1zi507-wznbf7nf","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.10","","10.90.1.10(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:15","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-Ur6BtlF9","cce-uk1zi507-hf2ng6hw","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.175","","10.90.0.175(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:12","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-qrtuoqd2","cce-uk1zi507-gkflam2l","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.185","","10.90.0.185(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:12","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-LMs93Geo","cce-uk1zi507-6btrb7pw","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.187","","10.90.0.187(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:09","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-IYKovn07","cce-uk1zi507-i8ecj7he","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.183","","10.90.0.183(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:08","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
